"payment_id","loan_id","paymant_amount","payment_date","payment_method","status"
"970","229","2151.34","2024-01-10","Credit Card","Pending"
"971","107","8755.59","2024-04-25","Cash","Pending"
"972","660","852.12","2024-07-26","Bank Transfer","Pending"
"973","106","1263.85","2024-05-01","PayPal","Failed"
"974","199","8055.29","2024-02-10","Credit Card","Completed"
"975","367","5533.82","2023-10-24","Bank Transfer","Pending"
"976","558","601.99","2024-06-17","Credit Card","Failed"
"977","967","2374.64","2023-10-26","Bank Transfer","Pending"
"978","507","2643.14","2024-04-08","Cash","Failed"
"979","512","1496.21","2024-02-16","PayPal","Pending"
"980","465","4854.32","2024-09-27","Debit Card","Pending"
"981","467","8987.9","2024-02-05","Cash","Failed"
"982","252","6009.62","2024-09-05","Debit Card","Pending"
"983","243","9458.65","2024-07-15","Credit Card","Failed"
"984","33","8605.75","2023-12-24","Credit Card","Pending"
"985","387","7099.14","2024-07-26","Debit Card","Completed"
"986","881","6550.6","2024-01-10","Cash","Completed"
"987","578","473.96","2024-03-21","Debit Card","Completed"
"988","278","9412.01","2023-11-01","PayPal","Failed"
"989","125","7070.01","2024-07-26","Bank Transfer","Pending"
"990","195","80.05","2024-09-16","Bank Transfer","Failed"
"991","685","3917.84","2023-10-07","Cash","Pending"
"992","455","4694.58","2024-01-19","Cash","Failed"
"993","290","3673.9","2024-07-26","Debit Card","Pending"
"994","976","9130.28","2024-03-21","Debit Card","Pending"
"995","567","6267.76","2023-11-30","Debit Card","Failed"
"996","836","6554.47","2024-03-22","Credit Card","Completed"
"997","116","3499.83","2024-08-03","Debit Card","Pending"
"998","904","3023.57","2023-11-15","Debit Card","Failed"
"999","253","7887.47","2023-12-22","Bank Transfer","Completed"
"1000","172","5145.12","2023-10-19","Cash","Failed"
"1001","273","7273.68","2024-02-06","Debit Card","Pending"
"1002","172","3673.19","2023-11-27","PayPal","Pending"
"1003","735","2924.02","2024-03-07","Cash","Pending"
"1004","174","6631.28","2024-08-20","Cash","Pending"
"1005","983","8433.14","2024-04-21","Cash","Pending"
"1006","430","715.79","2024-04-14","Cash","Failed"
"1007","701","998.67","2024-01-02","Debit Card","Failed"
"1008","436","7047.29","2023-11-12","Bank Transfer","Failed"
"1009","843","4694.25","2024-01-24","Credit Card","Pending"
"1010","97","5615.09","2024-01-17","Debit Card","Pending"
"1011","778","3582.19","2024-08-14","Credit Card","Pending"
"1012","613","1460.82","2024-02-23","Credit Card","Pending"
"1013","156","8204.08","2023-11-29","PayPal","Pending"
"1014","272","2641.81","2024-07-15","Debit Card","Pending"
"1015","442","7641.22","2023-10-27","Bank Transfer","Completed"
"1016","393","3215.21","2024-03-23","PayPal","Pending"
"1017","679","5314.29","2024-01-19","Credit Card","Pending"
"1018","66","7132.66","2023-11-05","Bank Transfer","Pending"
"1019","562","8447.85","2024-08-26","Credit Card","Failed"
"1020","105","6426.24","2024-03-06","Credit Card","Failed"
"1021","463","7442.39","2024-04-25","Cash","Failed"
"1022","168","2685.91","2024-04-18","PayPal","Completed"
"1023","417","3525.03","2024-01-25","Cash","Pending"
"1024","951","2407.75","2024-01-24","Debit Card","Pending"
"1025","869","1125.44","2024-03-18","Debit Card","Failed"
"1026","556","9002.83","2023-10-16","Debit Card","Completed"
"1027","768","4195.44","2024-08-19","Cash","Failed"
"1028","601","9038.19","2024-02-03","Bank Transfer","Failed"
"1029","699","2565.84","2024-02-03","PayPal","Completed"
"1030","835","6694.7","2023-12-07","Cash","Failed"
"1031","81","838.47","2023-10-02","Bank Transfer","Failed"
"1032","191","8475.51","2024-06-04","Cash","Pending"
"1033","355","6556.38","2023-11-15","Bank Transfer","Failed"
"1034","543","7206.73","2024-07-12","Bank Transfer","Pending"
"1035","69","3860.55","2024-02-01","Credit Card","Failed"
"1036","985","8929.12","2023-12-27","Cash","Completed"
"1037","924","8030.71","2024-01-20","PayPal","Pending"
"1038","607","3398.66","2023-12-24","Cash","Failed"
"1039","45","7653.43","2024-08-06","Cash","Failed"
"1040","33","226.57","2024-01-07","PayPal","Pending"
"1041","973","8715.15","2023-10-08","Bank Transfer","Pending"
"1042","723","1019.84","2024-01-26","Cash","Completed"
"1043","157","1974.26","2024-07-31","Cash","Failed"
"1044","4","2486.81","2024-07-20","Debit Card","Completed"
"1045","588","3368.69","2024-09-10","Debit Card","Pending"
"1046","88","886.54","2024-08-15","Credit Card","Failed"
"1047","526","9038.71","2024-01-29","Debit Card","Failed"
"1048","904","2667.1","2024-06-21","Credit Card","Pending"
"1049","14","4942.48","2024-08-08","Credit Card","Completed"
"1050","171","8132.18","2024-08-20","Cash","Completed"
"1051","117","6599.44","2024-01-14","Cash","Completed"
"1052","491","4326.92","2024-09-13","Bank Transfer","Completed"
"1053","621","8138.42","2024-06-14","Debit Card","Completed"
"1054","317","1726.89","2024-04-23","Cash","Pending"
"1055","663","7511.73","2024-01-16","PayPal","Failed"
"1056","233","7324.18","2024-09-21","Bank Transfer","Failed"
"1057","306","8045.15","2024-03-19","Debit Card","Completed"
"1058","5","7841.73","2024-09-10","Credit Card","Completed"
"1059","216","4080.01","2024-08-11","Debit Card","Completed"
"1060","467","211.38","2023-11-02","PayPal","Completed"
"1061","780","4727.69","2024-02-11","Cash","Pending"
"1062","732","8173.14","2024-03-09","Bank Transfer","Completed"
"1063","585","7946.95","2024-08-02","PayPal","Pending"
"1064","922","6794.47","2023-11-11","Credit Card","Pending"
"1065","322","8591.59","2024-03-03","Bank Transfer","Completed"
"1066","310","5531.53","2023-10-25","Cash","Completed"
"1067","219","5754.55","2024-03-31","Bank Transfer","Completed"
"1068","492","5929.41","2024-09-17","Credit Card","Completed"
"1069","404","5141.82","2023-12-30","Cash","Pending"
"1070","252","3118.76","2024-06-28","PayPal","Failed"
"1071","128","7224.71","2024-02-22","Bank Transfer","Completed"
"1072","543","7552.05","2024-01-11","Credit Card","Failed"
"1073","807","5074.52","2024-09-04","Bank Transfer","Pending"
"1074","303","1959.91","2024-04-29","PayPal","Failed"
"1075","822","2555.2","2024-01-07","PayPal","Pending"
"1076","556","9025.57","2024-09-24","Bank Transfer","Pending"
"1077","923","4399","2024-07-23","Cash","Completed"
"1078","215","6784.73","2024-04-12","PayPal","Pending"
"1079","212","3300.06","2024-08-08","PayPal","Pending"
"1080","594","7108.44","2024-01-11","Cash","Pending"
"1081","202","8000.17","2024-04-26","Debit Card","Pending"
"1082","463","1112.36","2024-01-09","Bank Transfer","Failed"
"1083","967","4746.31","2024-01-07","Cash","Pending"
"1084","804","8945.75","2024-08-11","Cash","Completed"
"1085","133","9008.62","2024-06-13","Cash","Pending"
"1086","592","1157.89","2024-01-05","PayPal","Completed"
"1087","670","6304.29","2024-07-01","PayPal","Completed"
"1088","809","3499.5","2024-01-07","Credit Card","Failed"
"1089","440","4116.5","2024-02-09","PayPal","Failed"
"1090","419","8472.61","2024-03-11","Cash","Pending"
"1091","667","3673.82","2023-12-30","Credit Card","Failed"
"1092","878","7609.51","2024-01-04","Cash","Failed"
"1093","443","4787.6","2024-06-12","Debit Card","Pending"
"1094","933","9051.41","2024-03-07","PayPal","Failed"
"1095","482","6073.82","2024-07-01","Debit Card","Pending"
"1096","707","9427.91","2024-08-18","Credit Card","Failed"
"1097","606","1125.79","2024-02-24","Bank Transfer","Pending"
"1098","548","5869.93","2024-09-01","Credit Card","Failed"
"1099","104","1434.72","2023-11-11","Bank Transfer","Failed"
"1100","95","2314.58","2024-03-05","Debit Card","Completed"
"1101","658","8495.46","2023-12-05","Credit Card","Failed"
"1102","826","6087.12","2024-07-16","Bank Transfer","Failed"
"1103","950","5164.84","2024-05-19","Credit Card","Failed"
"1104","518","7818.41","2024-09-16","PayPal","Completed"
"1105","554","6521.03","2024-09-12","Cash","Pending"
"1106","103","9119.11","2023-11-14","PayPal","Completed"
"1107","74","3063.31","2024-04-16","PayPal","Pending"
"1108","196","2707.49","2024-02-27","Credit Card","Pending"
"1109","305","1449","2024-06-12","Cash","Completed"
"1110","854","860.87","2023-11-06","Debit Card","Failed"
"1111","257","5170.3","2024-04-16","PayPal","Failed"
"1112","304","498.13","2023-11-04","Debit Card","Failed"
"1113","22","9593.28","2024-09-17","Credit Card","Completed"
"1114","709","196.03","2024-05-13","PayPal","Pending"
"1115","309","3443.89","2024-01-02","Cash","Completed"
"1116","657","9672.51","2024-06-03","Bank Transfer","Completed"
"1117","771","6275.56","2024-05-25","Debit Card","Pending"
"1118","880","4597.5","2024-08-29","PayPal","Failed"
"1119","179","5968.3","2024-02-22","Cash","Completed"
"1120","75","1279.44","2024-09-07","Bank Transfer","Completed"
"1121","420","4176.04","2023-10-31","PayPal","Pending"
"1122","411","6172.36","2024-04-17","Cash","Pending"
"1123","578","210.96","2024-04-26","Credit Card","Failed"
"1124","780","5714.72","2024-05-16","Bank Transfer","Failed"
"1125","571","7529.58","2024-03-31","Debit Card","Pending"
"1126","817","1848.15","2024-01-10","Bank Transfer","Failed"
"1127","157","3256.86","2024-05-10","Bank Transfer","Failed"
"1128","834","6585.96","2024-06-10","Cash","Failed"
"1129","937","8294.32","2024-01-01","Bank Transfer","Failed"
"1130","233","3802.46","2024-03-03","Bank Transfer","Completed"
"1131","386","8761.06","2023-10-30","Debit Card","Pending"
"1132","869","3449.63","2023-10-21","Bank Transfer","Pending"
"1133","469","8531.81","2024-08-16","Credit Card","Failed"
"1134","253","8712.52","2024-05-17","Debit Card","Pending"
"1135","332","8450.29","2024-09-26","Debit Card","Completed"
"1136","577","7618.53","2023-11-11","Cash","Failed"
"1137","689","1850.49","2024-01-07","Credit Card","Failed"
"1138","166","5870.83","2024-05-03","Credit Card","Failed"
"1139","888","2769.77","2024-07-04","Cash","Completed"
"1140","340","3287.11","2024-02-15","Credit Card","Pending"
"1141","628","1735.86","2024-06-16","Cash","Completed"
"1142","229","693.21","2024-09-23","Debit Card","Pending"
"1143","848","9411.49","2024-03-08","Bank Transfer","Failed"
"1144","199","2400.24","2024-03-28","Credit Card","Failed"
"1145","874","5182.9","2024-05-07","Bank Transfer","Failed"
"1146","352","4515.07","2023-10-20","Bank Transfer","Completed"
"1147","733","9780.35","2024-09-13","Debit Card","Failed"
"1148","524","6126.37","2024-06-12","Credit Card","Completed"
"1149","239","8634.77","2024-03-31","Cash","Failed"
"1150","8","3856.58","2024-07-22","Cash","Failed"
"1151","181","5123.94","2024-06-05","PayPal","Pending"
"1152","527","8564.9","2023-11-03","PayPal","Pending"
"1153","367","5573.82","2024-05-19","Credit Card","Failed"
"1154","621","6620.14","2024-05-15","Bank Transfer","Completed"
"1155","422","1545.23","2024-06-11","Credit Card","Pending"
"1156","740","8144.68","2024-06-30","PayPal","Failed"
"1157","657","2797.17","2024-04-17","Credit Card","Pending"
"1158","889","1904.89","2024-08-31","Credit Card","Completed"
"1159","841","3037.01","2024-09-12","Credit Card","Completed"
"1160","458","6253.94","2023-10-17","Debit Card","Completed"
"1161","594","5103.92","2024-01-17","Bank Transfer","Completed"
"1162","692","186.91","2024-05-01","Cash","Pending"
"1163","252","5907.05","2024-09-29","Debit Card","Failed"
"1164","684","7908.38","2024-02-07","Cash","Pending"
"1165","829","1420.31","2024-06-09","Cash","Failed"
"1166","571","6011.31","2023-11-26","Debit Card","Completed"
"1167","739","1507.24","2024-02-26","Bank Transfer","Failed"
"1168","51","8775.5","2024-03-11","Cash","Failed"
"1169","102","9677.55","2024-05-16","PayPal","Failed"
"1170","269","9738.68","2024-08-02","PayPal","Failed"
"1171","134","5905","2024-06-07","Cash","Pending"
"1172","469","5957.46","2024-07-08","Credit Card","Pending"
"1173","497","8720.05","2024-05-16","PayPal","Completed"
"1174","423","7628.66","2024-03-02","Bank Transfer","Failed"
"1175","54","4555.3","2024-08-03","PayPal","Pending"
"1176","42","9633.54","2023-10-13","Bank Transfer","Completed"
"1177","123","6779.68","2024-02-11","Bank Transfer","Pending"
"1178","697","519.47","2024-01-19","Cash","Pending"
"1179","656","4432.91","2023-10-28","Debit Card","Pending"
"1180","279","3405.19","2024-08-26","Credit Card","Completed"
"1181","107","5085.85","2023-11-30","Debit Card","Failed"
"1182","435","4121.93","2023-10-26","PayPal","Failed"
"1183","32","4570.73","2024-08-04","Debit Card","Completed"
"1184","751","7426.91","2024-08-06","Debit Card","Pending"
"1185","832","7725.98","2024-04-29","Debit Card","Completed"
"1186","185","4840.13","2024-05-29","Debit Card","Completed"
"1187","930","4377.42","2024-09-09","Bank Transfer","Failed"
"1188","928","4000.13","2024-06-19","Bank Transfer","Failed"
"1189","6","6657.38","2024-01-13","Cash","Pending"
"1190","213","4460.16","2024-07-02","Credit Card","Completed"
"1191","437","2975.94","2024-01-07","Cash","Pending"
"1192","525","7514.42","2023-10-11","Credit Card","Pending"
"1193","623","3656.63","2024-05-16","Cash","Completed"
"1194","433","4683.23","2024-01-21","PayPal","Completed"
"1195","484","1380.54","2023-12-04","Debit Card","Completed"
"1196","383","6568.94","2023-12-12","Bank Transfer","Pending"
"1197","268","7318.09","2024-01-20","Debit Card","Pending"
"1198","273","8992.47","2024-09-07","Credit Card","Completed"
"1199","715","4836.75","2023-11-01","Bank Transfer","Failed"
"1200","109","8633.45","2024-03-23","Credit Card","Completed"
"1201","162","3155.43","2024-07-08","PayPal","Failed"
"1202","515","6505.63","2024-01-23","Cash","Pending"
"1203","244","8343.41","2024-08-18","Bank Transfer","Completed"
"1204","757","9006.87","2024-04-08","PayPal","Pending"
"1205","858","2469.02","2024-03-14","Bank Transfer","Failed"
"1206","390","4020.37","2023-10-20","Bank Transfer","Failed"
"1207","269","7200.57","2024-03-23","PayPal","Failed"
"1208","952","7380.04","2024-06-19","Bank Transfer","Pending"
"1209","988","9550.73","2024-07-21","PayPal","Failed"
"1210","167","8995.57","2024-03-30","PayPal","Completed"
"1211","62","6822.91","2023-10-27","Debit Card","Completed"
"1212","344","2893.48","2024-05-14","Cash","Pending"
"1213","105","7648.97","2024-06-25","Credit Card","Completed"
"1214","708","8820.23","2023-12-07","Bank Transfer","Completed"
"1215","298","2386.28","2024-07-01","PayPal","Completed"
"1216","924","9626.33","2024-08-20","PayPal","Failed"
"1217","241","9565.83","2024-03-18","Credit Card","Pending"
"1218","609","7578.93","2024-08-24","Bank Transfer","Failed"
"1219","417","6209.59","2024-02-21","Cash","Completed"
"1220","355","6685.62","2024-03-03","Bank Transfer","Failed"
"1221","565","7952.19","2024-05-30","Bank Transfer","Completed"
"1222","768","6854.28","2024-05-03","Credit Card","Pending"
"1223","918","2872.45","2023-12-08","PayPal","Completed"
"1224","709","2298.06","2023-11-05","Bank Transfer","Completed"
"1225","596","7207.84","2024-08-21","Cash","Pending"
"1226","774","3439.61","2023-10-13","Bank Transfer","Failed"
"1227","116","5393.86","2023-10-04","Debit Card","Completed"
"1228","116","2831.64","2023-10-01","Bank Transfer","Failed"
"1229","109","1649.9","2023-12-19","Cash","Pending"
"1230","691","7955.01","2024-07-18","PayPal","Completed"
"1231","977","9622.82","2024-06-12","Bank Transfer","Pending"
"1232","190","981.8","2024-07-10","Credit Card","Pending"
"1233","829","2078.84","2023-10-16","PayPal","Failed"
"1234","730","5596.77","2024-01-29","Cash","Failed"
"1235","742","9755.58","2024-03-12","Cash","Failed"
"1236","34","6656.06","2024-03-09","Bank Transfer","Completed"
"1237","352","2753.37","2024-09-21","Credit Card","Pending"
"1238","496","1209.94","2023-12-02","Debit Card","Pending"
"1239","339","9606.06","2024-04-03","Cash","Completed"
"1240","494","5879.63","2024-08-16","Credit Card","Completed"
"1241","429","6471.81","2024-03-21","Bank Transfer","Pending"
"1242","705","1356.67","2024-04-03","PayPal","Failed"
"1243","831","1893.92","2024-09-01","Debit Card","Completed"
"1244","566","344.87","2024-03-03","PayPal","Failed"
"1245","285","480.04","2024-05-22","Cash","Failed"
"1246","444","7959.45","2024-05-25","PayPal","Failed"
"1247","84","8102","2024-04-22","Credit Card","Completed"
"1248","354","6159.69","2024-07-05","Bank Transfer","Pending"
"1249","796","3019.11","2024-06-29","PayPal","Pending"
"1250","164","8119.82","2023-12-28","PayPal","Failed"
"1251","517","8399.95","2024-09-01","Bank Transfer","Failed"
"1252","775","656.48","2024-05-15","Debit Card","Failed"
"1253","541","2269.29","2024-07-13","Bank Transfer","Pending"
"1254","709","7820.01","2024-08-12","Credit Card","Completed"
"1255","124","7808.41","2023-11-13","Credit Card","Completed"
"1256","369","1538.28","2023-10-30","Bank Transfer","Failed"
"1257","80","9832.27","2024-07-08","Cash","Failed"
"1258","795","7078.85","2023-11-03","Credit Card","Pending"
"1259","874","9660.01","2023-12-04","Debit Card","Failed"
"1260","80","425.74","2024-07-16","Credit Card","Pending"
"1261","79","4693.55","2024-01-30","Debit Card","Failed"
"1262","477","9733.01","2024-06-11","Credit Card","Pending"
"1263","112","4855.27","2023-11-30","Bank Transfer","Pending"
"1264","330","8904.27","2024-05-19","PayPal","Completed"
"1265","830","3707.78","2024-02-17","Credit Card","Completed"
"1266","693","4073.77","2023-11-04","Credit Card","Completed"
"1267","601","5501.96","2024-03-31","PayPal","Pending"
"1268","361","9312.66","2023-11-09","Debit Card","Pending"
"1269","962","4505.06","2024-08-23","Debit Card","Completed"
"1270","155","599.07","2024-01-13","Credit Card","Failed"
"1271","67","1729.96","2023-11-05","PayPal","Failed"
"1272","462","4716.71","2023-10-17","Credit Card","Pending"
"1273","763","1163.61","2024-04-15","PayPal","Completed"
"1274","381","410.52","2024-02-28","PayPal","Pending"
"1275","286","2758.2","2024-04-03","Debit Card","Pending"
"1276","8","2159.87","2024-06-02","Bank Transfer","Failed"
"1277","760","5063.11","2023-10-25","Debit Card","Completed"
"1278","293","3594.56","2023-11-12","Cash","Failed"
"1279","627","162.09","2023-11-03","Credit Card","Pending"
"1280","615","5459.26","2023-10-01","Debit Card","Failed"
"1281","311","1084.27","2024-06-13","PayPal","Completed"
"1282","26","7490.34","2024-08-01","PayPal","Pending"
"1283","910","9655.03","2024-03-07","PayPal","Completed"
"1284","615","446.83","2023-12-23","PayPal","Failed"
"1285","850","1847.02","2024-05-13","Bank Transfer","Failed"
"1286","153","4746.92","2024-07-20","Credit Card","Pending"
"1287","30","6429.57","2024-07-29","PayPal","Pending"
"1288","729","3947.02","2024-01-05","Bank Transfer","Pending"
"1289","996","8253.59","2024-09-07","PayPal","Failed"
"1290","723","2011.57","2024-02-29","Credit Card","Completed"
"1291","226","2530.83","2024-01-29","Cash","Failed"
"1292","863","2841.09","2024-07-02","PayPal","Completed"
"1293","582","8527.7","2023-10-07","Credit Card","Pending"
"1294","101","3298.98","2024-03-31","Bank Transfer","Failed"
"1295","500","5940.46","2024-03-13","Debit Card","Pending"
"1296","643","3596.03","2023-11-27","Debit Card","Completed"
"1297","556","9674.14","2024-06-16","Credit Card","Pending"
"1298","508","6703.3","2024-02-27","PayPal","Failed"
"1299","333","9455.33","2023-10-15","PayPal","Pending"
"1300","767","4728.05","2024-07-05","Credit Card","Failed"
"1301","256","6677.15","2023-10-14","Debit Card","Pending"
"1302","463","6447.8","2024-05-08","Credit Card","Failed"
"1303","696","7824.93","2024-08-01","Credit Card","Completed"
"1304","169","5724.5","2024-07-06","Bank Transfer","Pending"
"1305","52","4307.27","2024-05-08","Bank Transfer","Completed"
"1306","116","3719.03","2024-06-02","Bank Transfer","Completed"
"1307","137","511.66","2024-09-20","PayPal","Failed"
"1308","641","1171.4","2024-06-12","Cash","Completed"
"1309","24","4426.76","2024-05-19","Cash","Pending"
"1310","666","7969.88","2023-12-23","PayPal","Completed"
"1311","716","5126.61","2023-10-09","Debit Card","Completed"
"1312","211","8759.66","2024-07-01","PayPal","Failed"
"1313","32","6834.48","2024-04-03","PayPal","Pending"
"1314","223","909.01","2024-07-30","Bank Transfer","Completed"
"1315","632","5581.68","2024-08-20","Credit Card","Completed"
"1316","424","128.25","2024-04-13","Bank Transfer","Failed"
"1317","109","2913.72","2024-03-31","PayPal","Pending"
"1318","351","8501.44","2024-03-26","Credit Card","Completed"
"1319","999","4829.38","2024-05-10","Debit Card","Completed"
"1320","150","7100.84","2024-01-11","Credit Card","Pending"
"1321","653","8270.92","2023-12-04","Credit Card","Pending"
"1322","314","6412.33","2024-08-09","Bank Transfer","Pending"
"1323","684","2817.03","2024-05-07","Credit Card","Pending"
"1324","65","9870.94","2024-06-13","Bank Transfer","Completed"
"1325","276","787.1","2024-09-10","Bank Transfer","Pending"
"1326","528","6406.98","2024-08-26","Debit Card","Completed"
"1327","251","9397.54","2024-05-31","Debit Card","Pending"
"1328","401","3243.15","2023-10-03","Bank Transfer","Completed"
"1329","247","4648.9","2024-01-06","Bank Transfer","Failed"
"1330","500","3025.09","2024-03-14","PayPal","Pending"
"1331","914","7282.48","2023-11-08","Credit Card","Pending"
"1332","397","2318.5","2023-10-09","Cash","Pending"
"1333","582","6985.4","2024-04-14","PayPal","Pending"
"1334","958","1630.21","2024-02-13","Credit Card","Pending"
"1335","239","7177.1","2023-11-15","Debit Card","Pending"
"1336","999","5252.49","2023-11-09","PayPal","Pending"
"1337","227","9502.57","2024-05-14","PayPal","Completed"
"1338","205","3599.84","2024-06-27","Bank Transfer","Pending"
"1339","837","5507.37","2023-11-07","Credit Card","Failed"
"1340","655","1580.26","2024-06-28","Debit Card","Completed"
"1341","783","6430.06","2024-05-02","Bank Transfer","Pending"
"1342","897","7604.67","2024-05-12","Credit Card","Completed"
"1343","379","6235.78","2023-12-23","Cash","Pending"
"1344","62","6166.28","2023-12-04","Credit Card","Pending"
"1345","389","6392.88","2023-11-13","PayPal","Pending"
"1346","503","6029.61","2024-02-16","Credit Card","Failed"
"1347","538","4148.14","2024-04-19","Bank Transfer","Pending"
"1348","44","2580.2","2024-03-18","Bank Transfer","Completed"
"1349","157","586.49","2024-08-04","Debit Card","Completed"
"1350","887","6489.83","2024-04-10","PayPal","Pending"
"1351","441","8628.21","2024-06-23","Bank Transfer","Pending"
"1352","506","1238.51","2023-12-25","Bank Transfer","Pending"
"1353","76","5558.72","2024-09-05","Cash","Pending"
"1354","370","3348.2","2024-06-15","Cash","Pending"
"1355","939","3661.12","2024-06-12","Cash","Completed"
"1356","666","677.58","2023-12-07","Cash","Failed"
"1357","390","9596.07","2024-08-07","Bank Transfer","Completed"
"1358","590","1574.31","2024-05-11","Debit Card","Pending"
"1359","142","5293.6","2024-04-22","Cash","Completed"
"1360","708","8930.8","2024-07-18","Cash","Failed"
"1361","471","8533.93","2024-01-29","Cash","Pending"
"1362","514","6531.65","2024-05-16","Credit Card","Completed"
"1363","27","9263.87","2024-07-07","Debit Card","Failed"
"1364","911","7513.59","2024-04-03","Cash","Failed"
"1365","718","7349.23","2024-09-20","Debit Card","Failed"
"1366","661","3057.25","2023-12-21","PayPal","Pending"
"1367","585","3601.73","2024-03-18","Cash","Pending"
"1368","907","6255.68","2023-10-18","Credit Card","Completed"
"1369","744","8423.65","2023-11-30","Debit Card","Completed"
"1370","763","7481.09","2024-04-26","Cash","Pending"
"1371","978","5503.99","2023-12-04","Debit Card","Failed"
"1372","346","9194.45","2024-06-22","Credit Card","Failed"
"1373","5","6779.35","2024-03-07","Debit Card","Completed"
"1374","525","9558.49","2024-08-15","PayPal","Pending"
"1375","751","6286.43","2023-12-02","Credit Card","Failed"
"1376","599","4450.73","2023-12-20","PayPal","Completed"
"1377","86","6337.49","2023-10-15","Debit Card","Failed"
"1378","613","8003.06","2024-09-09","PayPal","Failed"
"1379","67","6862.64","2023-10-06","Cash","Pending"
"1380","656","2685.21","2024-03-15","Cash","Completed"
"1381","550","2143.43","2024-07-29","Debit Card","Failed"
"1382","520","6227.47","2024-08-07","Credit Card","Pending"
"1383","166","3771.59","2024-01-09","Cash","Completed"
"1384","460","8521.57","2024-04-02","PayPal","Failed"
"1385","687","7894.9","2024-01-24","Bank Transfer","Failed"
"1386","337","3140.23","2023-11-15","Credit Card","Failed"
"1387","377","2651.33","2023-10-09","Credit Card","Failed"
"1388","975","3807.23","2024-01-01","Bank Transfer","Pending"
"1389","618","3247.46","2024-08-31","PayPal","Pending"
"1390","666","984.09","2024-06-29","Cash","Failed"
"1391","144","3558.24","2024-07-26","Cash","Failed"
"1392","757","9098.27","2024-05-31","Debit Card","Pending"
"1393","399","8660.63","2024-05-27","Bank Transfer","Completed"
"1394","20","1206.1","2024-01-02","Cash","Completed"
"1395","90","972.13","2023-12-23","Debit Card","Completed"
"1396","708","9330.39","2024-01-15","Cash","Pending"
"1397","608","6041.65","2024-08-25","Debit Card","Pending"
"1398","546","1144.27","2024-02-11","Cash","Failed"
"1399","366","8984.53","2024-05-15","Debit Card","Pending"
"1400","60","8664.32","2023-11-25","Debit Card","Completed"
"1401","397","9623.48","2023-12-05","PayPal","Completed"
"1402","850","6826.78","2023-11-28","Credit Card","Pending"
"1403","769","4418.02","2023-10-15","PayPal","Pending"
"1404","862","1346.91","2024-07-23","Cash","Pending"
"1405","275","5726.66","2024-03-31","PayPal","Completed"
"1406","782","3020.73","2024-09-28","PayPal","Failed"
"1407","613","5635.01","2023-12-03","Bank Transfer","Completed"
"1408","728","8792.97","2024-08-13","Cash","Pending"
"1409","167","4482.76","2024-07-17","Debit Card","Pending"
"1410","980","1657.24","2024-04-03","PayPal","Failed"
"1411","151","2610.23","2024-05-21","Debit Card","Failed"
"1412","912","5391.39","2024-03-04","Cash","Failed"
"1413","46","5216.43","2024-07-15","Bank Transfer","Pending"
"1414","497","7784.89","2024-06-04","Bank Transfer","Failed"
"1415","423","1626.34","2024-03-07","PayPal","Completed"
"1416","581","8068.79","2024-01-07","Debit Card","Completed"
"1417","977","8832.55","2023-10-30","PayPal","Pending"
"1418","924","2108.23","2024-06-12","Credit Card","Failed"
"1419","644","7610.8","2023-10-18","Credit Card","Pending"
"1420","468","5071.96","2024-01-20","Bank Transfer","Pending"
"1421","209","9735.77","2024-07-27","Cash","Completed"
"1422","215","5300.64","2023-11-29","Debit Card","Completed"
"1423","189","7272.8","2024-05-24","Cash","Failed"
"1424","6","7549.83","2024-09-21","Debit Card","Failed"
"1425","396","5352.99","2024-08-04","Bank Transfer","Failed"
"1426","513","384.08","2024-08-02","Bank Transfer","Failed"
"1427","335","6693.62","2024-06-30","PayPal","Failed"
"1428","746","5824.84","2024-01-13","Bank Transfer","Completed"
"1429","943","8816.86","2024-04-25","Debit Card","Pending"
"1430","861","8791.58","2024-05-24","Bank Transfer","Failed"
"1431","229","2460.46","2024-01-16","Bank Transfer","Completed"
"1432","359","832.64","2024-06-09","Credit Card","Pending"
"1433","748","923.33","2024-06-17","Debit Card","Completed"
"1434","974","96.08","2024-04-16","Cash","Pending"
"1435","324","163.82","2023-11-21","Cash","Completed"
"1436","291","9465.45","2024-07-23","Cash","Pending"
"1437","789","7896.03","2023-11-06","Cash","Failed"
"1438","2","8328.45","2024-03-30","Credit Card","Completed"
"1439","24","1978.39","2024-01-05","Credit Card","Failed"
"1440","570","2631.72","2024-03-04","Bank Transfer","Completed"
"1441","849","6821.26","2023-10-17","Debit Card","Failed"
"1442","270","878.68","2024-07-19","Bank Transfer","Completed"
"1443","356","323.06","2024-03-09","Bank Transfer","Completed"
"1444","213","5889.19","2024-04-11","Cash","Completed"
"1445","618","5765.05","2024-01-04","Cash","Completed"
"1446","737","4186.03","2024-06-22","Credit Card","Failed"
"1447","466","4735.59","2024-01-02","Bank Transfer","Pending"
"1448","9","5956.72","2024-05-04","Bank Transfer","Completed"
"1449","354","259.67","2023-11-18","Credit Card","Pending"
"1450","389","8551.45","2024-08-23","PayPal","Failed"
"1451","435","2037.05","2023-10-14","Bank Transfer","Completed"
"1452","143","906.41","2024-03-11","Credit Card","Completed"
"1453","62","747.22","2024-07-04","Credit Card","Completed"
"1454","700","6277.03","2024-04-05","Bank Transfer","Pending"
"1455","635","9974.19","2023-11-23","Debit Card","Failed"
"1456","581","4651.72","2024-01-10","Credit Card","Completed"
